label,message
ham,Ard 4 lor...
ham,"Since when, which side, any fever, any vomitin."
ham,So dont use hook up any how
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,"Alright if you're sure, let me know when you're leaving"
ham,If you don't respond imma assume you're still asleep and imma start calling n shit
ham,i thought we were doing a king of the hill thing there.
ham,Cos i want it to be your thing
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,U wan 2 haf lunch i'm in da canteen now.
ham,"Sorry, I'll call you  later. I am in meeting sir."
ham,Its too late:)but its k.wish you the same.
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
ham,Ok thanx... Take care then...
ham,Dont let studying stress you out. L8r.
ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
ham,Black shirt n blue jeans... I thk i c ü...
ham,Ha ha cool cool chikku chikku:-):-DB-)
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
ham,Yes. Nigh you cant aha.
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
ham,"Me, i dont know again oh"
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,Your brother is a genius
ham,Saw Guys and Dolls last night with Patrick Swayze it was great
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,No problem. Talk to you later
ham,In meeting da. I will call you
ham,Today my system sh get ready.all is well and i am also in the deep well
ham,"And how you will do that, princess? :)"
ham,how are you? I miss you!
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Oh k. . I will come tomorrow
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,I havent add ü yet right.. 
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,Crucify is c not s. You should have told me earlier.
ham,On the road so cant txt
ham,What he said is not the matter. My mind saying some other matter is there.
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
ham,Probably earlier than that if the station's where I think it is
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,Does not operate after  &lt;#&gt;  or what
ham,"Hurry up, I've been weed-deficient for like three days"
ham,Can... I'm free...
ham,I'll reach in ard 20 mins ok...
ham,"My planning usually stops at ""find hella weed, smoke hella weed"""
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
ham,"You aren't coming home between class, right? I need to work out and shower!"
ham,Then we gotta do it after that
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,i want to grasp your pretty booty :)
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?
ham,We r outside already.
ham,Apo all other are mokka players only
ham,No messages on her phone. I'm holding it now
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,It means u could not keep ur words.
ham,I'm reaching home in 5 min.
ham,"What will we do in the shower, baby?"
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,"Alright omw, gotta change my order to a half8th"
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
ham,Call me when u're done...
ham,Yeah get the unlimited
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
ham,No plans yet. What are you doing ?
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,How much r ü willing to pay?
spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,X2  &lt;#&gt; . Are you going to get that
ham,Horrible bf... I now v hungry...
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
ham,How come guoyang go n tell her? Then u told her?
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,Oh god. I'm gonna Google nearby cliffs now.
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
ham,"Ta-Daaaaa! I am home babe, are you still up ?"
ham,R we still meeting 4 dinner tonight?
ham,How did you find out in a way that didn't include all of these details
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
ham,I will see in half an hour
ham,Thank u!
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,If i said anything wrong sorry de:-)
ham,"Come to me right now, Ahmad"
ham,Guessin you ain't gonna be here before 9?
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
ham,Lol wtf random. Btw is that your lunch break
ham,Huh means computational science... Y they like dat one push here n there...
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
ham,S....s...india going to draw the series after many years in south african soil..
spam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
ham,Thanks for looking out for me. I really appreciate.
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
ham,Hi its in durban are you still on this number
ham,"Its ok., i just askd did u knw tht no?"
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham,I'm job profile seems like bpo..
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
ham,Then anything special?
ham,Actually getting ready to leave the house.
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
ham,I'm going for bath will msg you next  &lt;#&gt;  min..
ham,Having lunch:)you are not in online?why?
ham,Yup...
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
ham,Networking technical support associate.
ham,Hanging out with my brother and his family
ham,Oh that was a forwarded message. I thought you send that to me
